"","Order","Family","Genus_Species_Accepted","Genus_Accepted","PMkr2.LCVP.moldat.PvAb.Ap24","NEW_Fruit_fleshy_or_dry_rev_checked_Anna","Fruit_color","ID","Binary_Color"
"2106","Arecales","Arecaceae","Pritchardia_perlmanii","Pritchardia",1,"fleshy","brown; black",121400,"non-conspicuous"
"2107","Arecales","Arecaceae","Pritchardia_remota","Pritchardia",1,"fleshy","brown; black",121401,"non-conspicuous"
"2109","Arecales","Arecaceae","Pritchardia_schattaueri","Pritchardia",1,"fleshy","brown; black",121402,"non-conspicuous"
"2110","Arecales","Arecaceae","Pritchardia_thurstonii","Pritchardia",1,"fleshy","brown; black",121403,"non-conspicuous"
"2111","Arecales","Arecaceae","Pritchardia_viscosa","Pritchardia",1,"fleshy","brown; black",121404,"non-conspicuous"
"2112","Arecales","Arecaceae","Pritchardia_waialealeana","Pritchardia",1,"fleshy","brown; black",121406,"non-conspicuous"
"2114","Arecales","Arecaceae","Pseudophoenix_ekmanii","Pseudophoenix",1,"fleshy","red",123075,"conspicuous "
"2116","Arecales","Arecaceae","Pseudophoenix_lediniana","Pseudophoenix",1,"fleshy","red",123076,"conspicuous "
"2120","Arecales","Arecaceae","Pseudophoenix_sargentii","Pseudophoenix",1,"fleshy","red",123077,"conspicuous "
"2123","Arecales","Arecaceae","Pseudophoenix_vinifera","Pseudophoenix",1,"fleshy","red",123078,"conspicuous "
"2125","Arecales","Arecaceae","Ptychococcus_paradoxus","Ptychococcus",1,"fleshy","orange; red",125097,"conspicuous "
"2126","Arecales","Arecaceae","Ptychosperma_caryotoides","Ptychosperma",1,"fleshy","orange; red",125126,"conspicuous "
"2127","Arecales","Arecaceae","Ptychosperma_cuneatum","Ptychosperma",1,"fleshy","black",125127,"non-conspicuous"
"2131","Arecales","Arecaceae","Ptychosperma_elegans","Ptychosperma",1,"fleshy","red",125129,"conspicuous "
"2132","Arecales","Arecaceae","Ptychosperma_lauterbachii","Ptychosperma",1,"fleshy","orange; red",125134,"conspicuous "
"2135","Arecales","Arecaceae","Ptychosperma_lineare","Ptychosperma",1,"fleshy","green; pink; black; purple",125135,"uncertain "
"2138","Arecales","Arecaceae","Ptychosperma_macarthurii","Ptychosperma",1,"fleshy","red",125121,"conspicuous "
"2140","Arecales","Arecaceae","Ptychosperma_macarthurii","Ptychosperma",1,"fleshy","red",125137,"conspicuous "
"2142","Arecales","Arecaceae","Ptychosperma_microcarpum","Ptychosperma",1,"fleshy","red",125141,"conspicuous "
"2143","Arecales","Arecaceae","Ptychosperma_propinquum","Ptychosperma",1,"fleshy","red",125145,"conspicuous "
"2144","Arecales","Arecaceae","Ptychosperma_pullenii","Ptychosperma",1,"fleshy","black; purple",125146,"non-conspicuous"
"2145","Arecales","Arecaceae","Ptychosperma_salomonense","Ptychosperma",1,"fleshy","red",125149,"conspicuous "
"2146","Arecales","Arecaceae","Ptychosperma_sanderianum","Ptychosperma",1,"fleshy","red",125150,"conspicuous "
"2149","Arecales","Arecaceae","Raphia_australis","Raphia",1,"fleshy","brown",127322,"non-conspicuous"
"2152","Arecales","Arecaceae","Raphia_farinifera","Raphia",1,"fleshy","brown",127323,"non-conspicuous"
"2155","Arecales","Arecaceae","Ravenea_glauca","Ravenea",1,"fleshy","yellow",127490,"conspicuous "
"2156","Arecales","Arecaceae","Ravenea_glauca","Ravenea",1,"fleshy","yellow",127491,"conspicuous "
"2158","Arecales","Arecaceae","Ravenea_hildebrandtii","Ravenea",1,"fleshy","yellow",127492,"conspicuous "
"2160","Arecales","Arecaceae","Ravenea_krociana","Ravenea",1,"fleshy","orange",127497,"conspicuous "
"2161","Arecales","Arecaceae","Ravenea_krociana","Ravenea",1,"fleshy","orange",127498,"conspicuous "
"2163","Arecales","Arecaceae","Ravenea_lakatra","Ravenea",1,"fleshy","black",127499,"non-conspicuous"
"2164","Arecales","Arecaceae","Ravenea_lakatra","Ravenea",1,"fleshy","black",127500,"non-conspicuous"
"2166","Arecales","Arecaceae","Ravenea_louvelii","Ravenea",1,"fleshy","purple",127503,"non-conspicuous"
"2167","Arecales","Arecaceae","Ravenea_louvelii","Ravenea",1,"fleshy","purple",127504,"non-conspicuous"
"2169","Arecales","Arecaceae","Ravenea_moorei","Ravenea",1,"fleshy","yellow; orange",127507,"conspicuous "
"2171","Arecales","Arecaceae","Ravenea_musicalis","Ravenea",1,"fleshy","orange",127508,"conspicuous "
"2172","Arecales","Arecaceae","Ravenea_musicalis","Ravenea",1,"fleshy","orange",127509,"conspicuous "
"2174","Arecales","Arecaceae","Ravenea_rivularis","Ravenea",1,"fleshy","red",127512,"conspicuous "
"2175","Arecales","Arecaceae","Ravenea_rivularis","Ravenea",1,"fleshy","red",127513,"conspicuous "
"2177","Arecales","Arecaceae","Ravenea_robustior","Ravenea",1,"fleshy","orange",127514,"conspicuous "
"2179","Arecales","Arecaceae","Ravenea_robustior","Ravenea",1,"fleshy","orange; black; purple",127516,"conspicuous "
"2181","Arecales","Arecaceae","Ravenea_sambiranensis","Ravenea",1,"fleshy","red",127517,"conspicuous "
"2182","Arecales","Arecaceae","Ravenea_sambiranensis","Ravenea",1,"fleshy","orange; red",127518,"conspicuous "
"2184","Arecales","Arecaceae","Ravenea_xerophila","Ravenea",1,"fleshy","yellow",127519,"conspicuous "
"2185","Arecales","Arecaceae","Ravenea_xerophila","Ravenea",1,"fleshy","yellow",127520,"conspicuous "
"2188","Arecales","Arecaceae","Reinhardtia_simplex","Reinhardtia",1,"fleshy","purple; black",127631,"non-conspicuous"
"2191","Arecales","Arecaceae","Rhapidophyllum_hystrix","Rhapidophyllum",1,"fleshy","brown",128224,"non-conspicuous"
"2195","Arecales","Arecaceae","Rhapis_excelsa","Rhapis",1,"fleshy","yellow",128228,"conspicuous "
"2196","Arecales","Arecaceae","Rhapis_multifida","Rhapis",1,"fleshy","yellow",128232,"conspicuous "
"2197","Arecales","Arecaceae","Rhapis_puhuongensis","Rhapis",1,"fleshy","white",128233,"non-conspicuous"
"2199","Arecales","Arecaceae","Rhapis_subtilis","Rhapis",1,"fleshy","white",128235,"non-conspicuous"
"2200","Arecales","Arecaceae","Rhapis_vidalii","Rhapis",1,"fleshy","white",128236,"non-conspicuous"
"2201","Arecales","Arecaceae","Rhopaloblaste_augusta","Rhopaloblaste",1,"fleshy","orange; red",129048,"conspicuous "
"2202","Arecales","Arecaceae","Rhopaloblaste_ceramica","Rhopaloblaste",1,"fleshy","red",129049,"conspicuous "
"2203","Arecales","Arecaceae","Rhopaloblaste_ledermanniana","Rhopaloblaste",1,"fleshy","orange; red",129052,"conspicuous "
"2207","Arecales","Arecaceae","Rhopaloblaste_singaporensis","Rhopaloblaste",1,"fleshy","orange; red",129053,"conspicuous "
"2210","Arecales","Arecaceae","Rhopalostylis_baueri","Rhopalostylis",1,"fleshy","red",129085,"conspicuous "
"2212","Arecales","Arecaceae","Roscheria_melanochaetes","Roscheria",1,"fleshy","red",131404,"conspicuous "
"2215","Arecales","Arecaceae","Roystonea_oleracea","Roystonea",1,"fleshy","purple; black",131734,"non-conspicuous"
"2223","Arecales","Arecaceae","Roystonea_princeps","Roystonea",1,"fleshy","purple; black",131741,"non-conspicuous"
"2230","Arecales","Arecaceae","Roystonea_regia","Roystonea",1,"fleshy","brown",131723,"non-conspicuous"
"2232","Arecales","Arecaceae","Roystonea_regia","Roystonea",1,"fleshy","brown; purple; black",131742,"non-conspicuous"
"2235","Arecales","Arecaceae","Sabal_bermudana","Sabal",1,"fleshy","black",134012,"non-conspicuous"
"2237","Arecales","Arecaceae","Sabal_domingensis","Sabal",1,"fleshy","black",134015,"non-conspicuous"
"2241","Arecales","Arecaceae","Sabal_etonia","Sabal",1,"fleshy","black",134016,"non-conspicuous"
"2242","Arecales","Arecaceae","Sabal_mauritiiformis","Sabal",1,"fleshy","black",134019,"non-conspicuous"
"2249","Arecales","Arecaceae","Sabal_minor","Sabal",1,"fleshy","brown; black",134026,"non-conspicuous"
"2252","Arecales","Arecaceae","Sabal_palmetto","Sabal",1,"fleshy","black",134027,"non-conspicuous"
"2255","Arecales","Arecaceae","Salacca_glabrescens","Salacca",1,"fleshy","red",134277,"conspicuous "
"2256","Arecales","Arecaceae","Salacca_ramosiana","Salacca",1,"fleshy","brown",134284,"non-conspicuous"
"2258","Arecales","Arecaceae","Salacca_zalacca","Salacca",1,"fleshy","brown",134292,"non-conspicuous"
"2260","Arecales","Arecaceae","Saribus_jeanneneyi","Saribus",1,"fleshy","purple",135801,"non-conspicuous"
"2261","Arecales","Arecaceae","Saribus_merrillii","Saribus",1,"fleshy","red",135802,"conspicuous "
"2262","Arecales","Arecaceae","Saribus_papuanus","Saribus",1,"fleshy","orange; red",135803,"conspicuous "
"2263","Arecales","Arecaceae","Saribus_rotundifolius","Saribus",1,"fleshy","red",87574,"conspicuous "
"2266","Arecales","Arecaceae","Saribus_rotundifolius","Saribus",1,"fleshy","orange; red; purple; black",135804,"conspicuous "
"2267","Arecales","Arecaceae","Saribus_surru","Saribus",1,"fleshy","orange; red",135805,"conspicuous "
"2268","Arecales","Arecaceae","Saribus_woodfordii","Saribus",1,"fleshy","orange; brown",135807,"uncertain "
"2270","Arecales","Arecaceae","Satakentia_liukiuensis","Satakentia",1,"fleshy","black",135842,"non-conspicuous"
"2272","Arecales","Arecaceae","Satranala_decussilvae","Satranala",1,"fleshy","black",135845,"non-conspicuous"
"2273","Arecales","Arecaceae","Satranala_decussilvae","Satranala",1,"fleshy","purple; black",135846,"non-conspicuous"
"2275","Arecales","Arecaceae","Schippia_concolor","Schippia",1,"fleshy","white",136719,"non-conspicuous"
"2277","Arecales","Arecaceae","Sclerosperma_mannii","Sclerosperma",1,"fleshy","black",137543,"non-conspicuous"
"2288","Arecales","Arecaceae","Socratea_exorhiza","Socratea",1,"fleshy","yellow",141239,"conspicuous "
"2293","Arecales","Arecaceae","Socratea_hecatonandra","Socratea",1,"fleshy","green",141243,"non-conspicuous"
"2295","Arecales","Arecaceae","Socratea_rostrata","Socratea",1,"fleshy","brown; green",141244,"non-conspicuous"
"2297","Arecales","Arecaceae","Socratea_salazari","Socratea",1,"fleshy","yellow",141245,"conspicuous "
"2298","Arecales","Arecaceae","Solfia_samoensis","Solfia",1,"fleshy","red",143015,"conspicuous "
"2299","Arecales","Arecaceae","Sommieria_leucophylla","Sommieria",1,"fleshy","brown; pink",143096,"uncertain "
"2301","Arecales","Arecaceae","Syagrus_glaucescens","Syagrus",1,"fleshy","orange; brown",147305,"uncertain "
"2312","Arecales","Arecaceae","Syagrus_romanzoffiana","Syagrus",1,"fleshy","yellow",147263,"conspicuous "
"2314","Arecales","Arecaceae","Syagrus_romanzoffiana","Syagrus",1,"fleshy","yellow",147265,"conspicuous "
"2329","Arecales","Arecaceae","Syagrus_romanzoffiana","Syagrus",1,"fleshy","yellow; orange",147340,"conspicuous "
"2336","Arecales","Arecaceae","Syagrus_sancona","Syagrus",1,"fleshy","yellow; orange",147350,"conspicuous "
"2338","Arecales","Arecaceae","Syagrus_smithii","Syagrus",1,"fleshy","yellow",147352,"conspicuous "
"2340","Arecales","Arecaceae","Synechanthus_fibrosus","Synechanthus",1,"fleshy","orange; red",147961,"conspicuous "
"2347","Arecales","Arecaceae","Synechanthus_warszewiczianus","Synechanthus",1,"fleshy","red",147965,"conspicuous "
"2348","Arecales","Arecaceae","Tahina_spectabilis","Tahina",1,"fleshy","green",149167,"non-conspicuous"
"2349","Arecales","Arecaceae","Tahina_spectabilis","Tahina",1,"fleshy","green",149168,"non-conspicuous"
"2351","Arecales","Arecaceae","Tectiphiala_ferox","Tectiphiala",1,"fleshy","blue; black",150047,"non-conspicuous"
"2353","Arecales","Arecaceae","Thrinax_excelsa","Thrinax",1,"fleshy","white",151599,"non-conspicuous"
"2355","Arecales","Arecaceae","Thrinax_parviflora","Thrinax",1,"fleshy","white",151600,"non-conspicuous"
"2358","Arecales","Arecaceae","Thrinax_radiata","Thrinax",1,"fleshy","white",151601,"non-conspicuous"
"2364","Arecales","Arecaceae","Trachycarpus_fortunei","Trachycarpus",1,"fleshy","black",152860,"non-conspicuous"
"2366","Arecales","Arecaceae","Trachycarpus_martianus","Trachycarpus",1,"fleshy","black",152864,"non-conspicuous"
"2367","Arecales","Arecaceae","Trachycarpus_nanus","Trachycarpus",1,"fleshy","brown",152865,"non-conspicuous"
"2368","Arecales","Arecaceae","Trachycarpus_takil","Trachycarpus",1,"fleshy","black",152868,"non-conspicuous"
"2371","Arecales","Arecaceae","Trithrinax_brasiliensis","Trithrinax",1,"fleshy","yellow",154828,"conspicuous "
"2373","Arecales","Arecaceae","Trithrinax_campestris","Trithrinax",1,"fleshy","yellow",154829,"conspicuous "
"2375","Arecales","Arecaceae","Veitchia_arecina","Veitchia",1,"fleshy","red",157019,"conspicuous "
"2377","Arecales","Arecaceae","Veitchia_filifera","Veitchia",1,"fleshy","yellow; orange; red",157020,"conspicuous "
"2378","Arecales","Arecaceae","Veitchia_pachyclada","Veitchia",1,"fleshy","orange",157026,"conspicuous "
"2379","Arecales","Arecaceae","Veitchia_spiralis","Veitchia",1,"fleshy","yellow; red",157028,"conspicuous "
"2381","Arecales","Arecaceae","Veitchia_subdisticha","Veitchia",1,"fleshy","orange",157029,"conspicuous "
"2382","Arecales","Arecaceae","Veitchia_winin","Veitchia",1,"fleshy","red",157031,"conspicuous "
"2383","Arecales","Arecaceae","Verschaffeltia_splendida","Verschaffeltia",1,"fleshy","brown",157699,"non-conspicuous"
"2385","Arecales","Arecaceae","Voanioala_gerardii","Voanioala",1,"fleshy","brown",160358,"non-conspicuous"
"2386","Arecales","Arecaceae","Voanioala_gerardii","Voanioala",1,"fleshy","brown",160359,"non-conspicuous"
"2388","Arecales","Arecaceae","Wallichia_disticha","Wallichia",1,"fleshy","brown",160659,"non-conspicuous"
"2389","Arecales","Arecaceae","Wallichia_gracilis","Wallichia",1,"fleshy","brown; yellow",160660,"uncertain "
"2390","Arecales","Arecaceae","Wallichia_oblongifolia","Wallichia",1,"fleshy","brown",160664,"non-conspicuous"
"2395","Arecales","Arecaceae","Washingtonia_filifera","Washingtonia",1,"fleshy","black",160798,"non-conspicuous"
"2398","Arecales","Arecaceae","Washingtonia_robusta","Washingtonia",1,"fleshy","black",160799,"non-conspicuous"
"2404","Arecales","Arecaceae","Welfia_regia","Welfia",1,"fleshy","brown",161015,"non-conspicuous"
"2406","Arecales","Arecaceae","Wendlandiella_gracilis","Wendlandiella",1,"fleshy","orange; red",161029,"conspicuous "
"2408","Arecales","Arecaceae","Wettinia_aequalis","Wettinia",1,"fleshy","yellow",161076,"conspicuous "
"2410","Arecales","Arecaceae","Wettinia_anomala","Wettinia",1,"fleshy","brown",161078,"non-conspicuous"
"2413","Arecales","Arecaceae","Wettinia_augusta","Wettinia",1,"fleshy","green",161079,"non-conspicuous"
"2415","Arecales","Arecaceae","Wettinia_disticha","Wettinia",1,"fleshy","green",161081,"non-conspicuous"
"2417","Arecales","Arecaceae","Wettinia_drudei","Wettinia",1,"fleshy","yellow",161082,"conspicuous "
"2420","Arecales","Arecaceae","Wettinia_fascicularis","Wettinia",1,"fleshy","brown",161083,"non-conspicuous"
"2422","Arecales","Arecaceae","Wettinia_hirsuta","Wettinia",1,"fleshy","brown",161084,"non-conspicuous"
"2425","Arecales","Arecaceae","Wettinia_kalbreyeri","Wettinia",1,"fleshy","green",161085,"non-conspicuous"
"2427","Arecales","Arecaceae","Wettinia_longipetala","Wettinia",1,"fleshy","brown",161087,"non-conspicuous"
"2429","Arecales","Arecaceae","Wettinia_microcarpa","Wettinia",1,"fleshy","black",161089,"non-conspicuous"
"2431","Arecales","Arecaceae","Wettinia_oxycarpa","Wettinia",1,"fleshy","brown",161091,"non-conspicuous"
"2433","Arecales","Arecaceae","Wettinia_quinaria","Wettinia",1,"fleshy","brown; green",161094,"non-conspicuous"
"2435","Arecales","Arecaceae","Wettinia_radiata","Wettinia",1,"fleshy","yellow",161095,"conspicuous "
"2437","Arecales","Arecaceae","Wettinia_verruculosa","Wettinia",1,"fleshy","green; brown",161096,"non-conspicuous"
"2438","Arecales","Arecaceae","Wodyetia_bifurcata","Wodyetia",1,"fleshy","orange;red",161323,"conspicuous "
"2442","Arecales","Arecaceae","Wodyetia_bifurcata","Wodyetia",1,"fleshy","red",161327,"conspicuous "
"2444","Arecales","Arecaceae","Zombia_antillarum","Zombia",1,"fleshy","white",163070,"non-conspicuous"
"2445","Asparagales","Asparagaceae","Asparagus_acutifolius","Asparagus",1,"fleshy","Black",13554,"non-conspicuous"
"2463","Asparagales","Asparagaceae","Asparagus_albus","Asparagus",1,"fleshy","Red",13560,"conspicuous "
"2476","Asparagales","Asparagaceae","Asparagus_racemosus","Asparagus",1,"fleshy","red",13604,"conspicuous "
"2492","Asparagales","Hypoxidaceae","Molineria_latifolia","Molineria",1,"fleshy","white",98701,"non-conspicuous"
"2502","Asparagales","Laxmanniaceae","Cordyline_congesta","Cordyline",1,"fleshy","black",37858,"non-conspicuous"
"2506","Asparagales","Laxmanniaceae","Cordyline_fruticosa","Cordyline",1,"fleshy","red",37845,"conspicuous "
"2508","Asparagales","Laxmanniaceae","Cordyline_fruticosa","Cordyline",1,"fleshy","green;violet",37862,"non-conspicuous"
"2517","Asparagales","Laxmanniaceae","Eustrephus_latifolius","Eustrephus",1,"dry","yellow",60340,"conspicuous "
"2521","Asparagales","Laxmanniaceae","Eustrephus_latifolius","Eustrephus",1,"dry","white",60344,"non-conspicuous"
"2522","Asparagales","Orchidaceae","Cattleya_forbesii","Cattleya",1,"dry","brown",28180,"non-conspicuous"
"2556","Asparagales","Ruscaceae","Dracaena_angustifolia","Dracaena",1,"fleshy","orange;red",49805,"conspicuous "
"2561","Asparagales","Ruscaceae","Dracaena_fragrans","Dracaena",1,"fleshy","orange",49821,"conspicuous "
"2564","Asparagales","Ruscaceae","Dracaena_fragrans","Dracaena",1,"fleshy","orange-scarlet",49824,"conspicuous "
"2569","Asparagales","Ruscaceae","Dracaena_mannii","Dracaena",1,"fleshy","orange-scarlet",49832,"conspicuous "
"2577","Asparagales","Ruscaceae","Dracaena_reflexa","Dracaena",1,"fleshy","orange",49853,"conspicuous "
"2580","Asparagales","Ruscaceae","Dracaena_steudneri","Dracaena",1,"fleshy","bright red",49838,"conspicuous "
"2765","Asterales","Alseuosmiaceae","Crispiloba_disperma","Crispiloba",1,"fleshy","blue",40121,"non-conspicuous"
"2768","Asterales","Asteraceae","Bedfordia_arborescens","Bedfordia",1,"dry","brown",17512,"non-conspicuous"
"2772","Asterales","Asteraceae","Cyrtocymura_scorpioides","Cyrtocymura",1,"dry","white",43925,"non-conspicuous"
"2781","Asterales","Asteraceae","Fulcaldea_laurifolia","Fulcaldea",1,"dry","brown",64054,"non-conspicuous"
"2786","Asterales","Asteraceae","Mikania_cordifolia","Mikania",1,"dry","yellow",97891,"conspicuous "
"2790","Asterales","Asteraceae","Vernonanthura_patens","Vernonanthura",1,"dry","brown",157347,"non-conspicuous"
"2803","Boraginales","Cordiaceae","Cordia_africana","Cordia",1,"fleshy","orange",37340,"conspicuous "
"2823","Boraginales","Cordiaceae","Cordia_alliodora","Cordia",1,"fleshy","brown",37343,"non-conspicuous"
"2828","Boraginales","Cordiaceae","Cordia_alliodora","Cordia",1,"fleshy","brown",37348,"non-conspicuous"
"2836","Boraginales","Cordiaceae","Cordia_alliodora","Cordia",1,"fleshy","white",37613,"non-conspicuous"
"2838","Boraginales","Cordiaceae","Cordia_bicolor","Cordia",1,"fleshy","yellow",37368,"conspicuous "
"2851","Boraginales","Cordiaceae","Cordia_dichotoma","Cordia",1,"fleshy","pink",37402,"conspicuous "
"2854","Boraginales","Cordiaceae","Cordia_dichotoma","Cordia",1,"fleshy","yellow",37405,"conspicuous "
"2880","Boraginales","Cordiaceae","Cordia_lasiocalyx","Cordia",1,"fleshy","yellow",37458,"conspicuous "
"2884","Boraginales","Cordiaceae","Cordia_lutea","Cordia",1,"fleshy","withe",37469,"non-conspicuous"
"2888","Boraginales","Cordiaceae","Cordia_monoica","Cordia",1,"fleshy","orange-yellow",37482,"conspicuous "
